Instance,Algorithm,Order,Iterations,ObjectiveFunctionValue,OptimalValue,ValueDeviation,Time(s),OptimalSolutionTime(s),TimeDeviation,SolutionFile
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,29395.0,-1.0,-2939600.000,19.448,-1.0,-2044.808,SetA_20x10S20-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1,30359.0,-1.0,-3036000.000,0.016,-1.0,-101.558,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1,30728.0,-1.0,-3072900.000,0.014,-1.0,-101.445,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,10,30025.0,-1.0,-3002600.000,0.041,-1.0,-104.106,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,10,29598.0,-1.0,-2959900.000,0.034,-1.0,-103.383,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,100,29481.0,-1.0,-2948200.000,0.132,-1.0,-113.213,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,100,29484.0,-1.0,-2948500.000,0.095,-1.0,-109.507,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,29082.0,-1.0,-2908300.000,0.717,-1.0,-171.695,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,29024.0,-1.0,-2902500.000,0.463,-1.0,-146.293,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,29154.0,-1.0,-2915500.000,2.125,-1.0,-312.519,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,29080.0,-1.0,-2908100.000,1.459,-1.0,-245.926,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,29115.0,-1.0,-2911600.000,4.736,-1.0,-573.589,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,28961.0,-1.0,-2896200.000,3.814,-1.0,-481.392,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,28973.0,-1.0,-2897400.000,24.218,-1.0,-2521.760,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,28990.0,-1.0,-2899100.000,23.315,-1.0,-2431.478,SetA_20x10S30-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1,31273.0,-1.0,-3127400.000,0.015,-1.0,-101.542,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1,31949.0,-1.0,-3195000.000,0.015,-1.0,-101.453,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,10,30978.0,-1.0,-3097900.000,0.029,-1.0,-102.947,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,10,31059.0,-1.0,-3106000.000,0.043,-1.0,-104.323,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,100,30825.0,-1.0,-3082600.000,0.091,-1.0,-109.108,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,100,31037.0,-1.0,-3103800.000,0.089,-1.0,-108.906,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,30550.0,-1.0,-3055100.000,0.440,-1.0,-144.020,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,30552.0,-1.0,-3055300.000,0.465,-1.0,-146.482,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,30322.0,-1.0,-3032300.000,1.211,-1.0,-221.082,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,30394.0,-1.0,-3039500.000,1.238,-1.0,-223.797,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,30536.0,-1.0,-3053700.000,2.705,-1.0,-370.507,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,30318.0,-1.0,-3031900.000,2.676,-1.0,-367.639,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,30443.0,-1.0,-3044400.000,14.053,-1.0,-1505.280,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,30487.0,-1.0,-3048800.000,14.048,-1.0,-1504.837,SetA_20x10S5-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1,5340.0,5169.0,3.308,0.008,0.039,-78.286,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1,5354.0,5169.0,3.579,0.009,0.039,-76.895,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10,5182.0,5169.0,0.251,0.014,0.039,-63.646,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10,5300.0,5169.0,2.534,0.014,0.039,-65.264,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100,5169.0,5169.0,0.000,0.026,0.039,-34.249,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100,5169.0,5169.0,0.000,0.027,0.039,-29.959,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,5169.0,5169.0,0.000,0.056,0.039,42.926,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,5169.0,5169.0,0.000,0.057,0.039,46.535,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,5169.0,5169.0,0.000,0.124,0.039,216.739,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,5169.0,5169.0,0.000,0.131,0.039,235.109,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,5169.0,5169.0,0.000,0.370,0.039,847.632,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,5169.0,5169.0,0.000,0.373,0.039,855.935,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5169.0,5169.0,0.000,2.782,0.039,7032.392,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5169.0,5169.0,0.000,2.753,0.039,6959.187,SetA_8x4S10-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1,5301.0,5112.0,3.697,0.010,0.031,-68.706,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1,5357.0,5112.0,4.793,0.009,0.031,-70.015,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10,5243.0,5112.0,2.563,0.014,0.031,-54.562,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10,5129.0,5112.0,0.333,0.015,0.031,-52.792,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100,5112.0,5112.0,0.000,0.030,0.031,-3.606,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100,5112.0,5112.0,0.000,0.029,0.031,-5.139,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,5112.0,5112.0,0.000,0.058,0.031,87.962,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,5112.0,5112.0,0.000,0.066,0.031,114.481,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,5112.0,5112.0,0.000,0.125,0.031,303.494,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,5112.0,5112.0,0.000,0.129,0.031,317.163,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,5112.0,5112.0,0.000,0.398,0.031,1185.008,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,5112.0,5112.0,0.000,0.417,0.031,1244.873,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5112.0,5112.0,0.000,2.877,0.031,9182.152,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5112.0,5112.0,0.000,2.898,0.031,9247.121,SetA_8x4S15-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1,5122.0,5086.0,0.708,0.010,0.029,-64.003,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1,5196.0,5086.0,2.163,0.009,0.029,-68.047,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10,5112.0,5086.0,0.511,0.015,0.029,-48.659,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10,5086.0,5086.0,0.000,0.014,0.029,-50.502,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100,5086.0,5086.0,0.000,0.030,0.029,2.165,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100,5086.0,5086.0,0.000,0.031,0.029,6.074,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,5086.0,5086.0,0.000,0.063,0.029,118.646,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,5086.0,5086.0,0.000,0.069,0.029,139.309,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,5086.0,5086.0,0.000,0.120,0.029,313.944,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,5086.0,5086.0,0.000,0.129,0.029,344.370,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,5086.0,5086.0,0.000,0.437,0.029,1406.659,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,5086.0,5086.0,0.000,0.438,0.029,1410.991,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5086.0,5086.0,0.000,3.209,0.029,10966.691,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5086.0,5086.0,0.000,3.154,0.029,10776.140,SetA_8x4S20-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1,5157.0,5063.0,1.857,0.010,0.033,-68.233,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1,5195.0,5063.0,2.607,0.011,0.033,-67.625,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10,5063.0,5063.0,0.000,0.017,0.033,-49.773,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10,5094.0,5063.0,0.612,0.017,0.033,-48.857,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100,5063.0,5063.0,0.000,0.031,0.033,-7.345,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100,5063.0,5063.0,0.000,0.028,0.033,-14.238,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,5063.0,5063.0,0.000,0.063,0.033,92.283,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,5063.0,5063.0,0.000,0.060,0.033,82.062,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,5063.0,5063.0,0.000,0.133,0.033,303.316,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,5063.0,5063.0,0.000,0.133,0.033,304.327,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,5063.0,5063.0,0.000,0.443,0.033,1242.005,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,5063.0,5063.0,0.000,0.440,0.033,1231.902,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5063.0,5063.0,0.000,3.268,0.033,9801.915,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5063.0,5063.0,0.000,3.326,0.033,9979.386,SetA_8x4S30-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1,5416.0,5174.0,4.677,0.009,0.039,-77.904,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1,5416.0,5174.0,4.677,0.009,0.039,-77.315,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10,5174.0,5174.0,0.000,0.014,0.039,-64.146,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10,5174.0,5174.0,0.000,0.013,0.039,-66.610,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100,5174.0,5174.0,0.000,0.024,0.039,-37.380,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100,5174.0,5174.0,0.000,0.027,0.039,-30.435,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,5174.0,5174.0,0.000,0.048,0.039,23.231,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,5174.0,5174.0,0.000,0.051,0.039,31.659,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,5174.0,5174.0,0.000,0.113,0.039,189.357,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,5174.0,5174.0,0.000,0.106,0.039,172.779,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,5174.0,5174.0,0.000,0.347,0.039,789.602,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,5174.0,5174.0,0.000,0.340,0.039,772.973,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5174.0,5174.0,0.000,2.568,0.039,6484.232,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5174.0,5174.0,0.000,2.602,0.039,6570.559,SetA_8x4S5-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1,6116.0,6027.0,1.477,0.012,0.038,-69.231,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1,6285.0,6027.0,4.281,0.009,0.038,-75.506,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10,6074.0,6027.0,0.780,0.015,0.038,-59.899,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10,6034.0,6027.0,0.116,0.014,0.038,-62.614,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100,6034.0,6027.0,0.116,0.029,0.038,-24.137,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100,6027.0,6027.0,0.000,0.029,0.038,-23.176,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,6027.0,6027.0,0.000,0.067,0.038,75.160,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,6027.0,6027.0,0.000,0.071,0.038,87.944,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,6027.0,6027.0,0.000,0.131,0.038,244.750,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,6027.0,6027.0,0.000,0.137,0.038,260.885,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,6027.0,6027.0,0.000,0.454,0.038,1095.596,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,6027.0,6027.0,0.000,0.454,0.038,1093.779,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,6027.0,6027.0,0.000,3.426,0.038,8916.389,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,6027.0,6027.0,0.000,3.401,0.038,8850.282,SetA_9x4S10-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1,6091.0,5976.0,1.924,0.012,0.036,-66.853,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1,6083.0,5976.0,1.790,0.010,0.036,-72.603,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10,6046.0,5976.0,1.171,0.015,0.036,-57.530,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10,6111.0,5976.0,2.259,0.015,0.036,-59.495,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100,5989.0,5976.0,0.218,0.030,0.036,-16.138,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100,5976.0,5976.0,0.000,0.030,0.036,-15.879,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,5976.0,5976.0,0.000,0.071,0.036,97.366,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,5976.0,5976.0,0.000,0.067,0.036,85.947,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,5976.0,5976.0,0.000,0.145,0.036,301.575,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,5976.0,5976.0,0.000,0.135,0.036,274.574,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,5976.0,5976.0,0.000,0.475,0.036,1220.069,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,5976.0,5976.0,0.000,0.456,0.036,1165.976,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5976.0,5976.0,0.000,3.543,0.036,9740.919,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5976.0,5976.0,0.000,3.525,0.036,9692.724,SetA_9x4S15-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1,6087.0,5937.0,2.527,0.010,0.041,-76.209,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1,5987.0,5937.0,0.842,0.009,0.041,-76.908,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10,6002.0,5937.0,1.095,0.015,0.041,-63.340,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10,6055.0,5937.0,1.988,0.015,0.041,-62.791,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100,5955.0,5937.0,0.303,0.034,0.041,-17.258,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100,5965.0,5937.0,0.472,0.030,0.041,-25.812,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,5937.0,5937.0,0.000,0.080,0.041,94.158,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,5937.0,5937.0,0.000,0.066,0.041,60.253,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,5937.0,5937.0,0.000,0.152,0.041,270.419,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,5937.0,5937.0,0.000,0.137,0.041,234.328,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,5937.0,5937.0,0.000,0.515,0.041,1157.313,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,5937.0,5937.0,0.000,0.480,0.041,1070.506,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5937.0,5937.0,0.000,3.823,0.041,9225.116,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5937.0,5937.0,0.000,3.745,0.041,9034.747,SetA_9x4S20-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1,6073.0,5904.0,2.862,0.010,0.036,-71.851,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1,6082.0,5904.0,3.015,0.009,0.036,-73.991,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10,5951.0,5904.0,0.796,0.016,0.036,-56.501,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10,5979.0,5904.0,1.270,0.015,0.036,-58.413,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100,5928.0,5904.0,0.407,0.033,0.036,-7.809,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100,5904.0,5904.0,0.000,0.030,0.036,-15.817,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,5904.0,5904.0,0.000,0.070,0.036,95.330,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,5904.0,5904.0,0.000,0.063,0.036,74.834,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,5904.0,5904.0,0.000,0.153,0.036,324.184,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,5904.0,5904.0,0.000,0.128,0.036,255.473,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,5904.0,5904.0,0.000,0.524,0.036,1356.297,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,5904.0,5904.0,0.000,0.502,0.036,1293.270,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5904.0,5904.0,0.000,4.056,0.036,11166.858,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5904.0,5904.0,0.000,4.004,0.036,11022.470,SetA_9x4S30-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1,6171.0,6047.0,2.051,0.009,0.032,-71.085,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1,6246.0,6047.0,3.291,0.009,0.032,-72.278,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10,6100.0,6047.0,0.876,0.013,0.032,-58.414,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10,6060.0,6047.0,0.215,0.014,0.032,-56.317,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100,6056.0,6047.0,0.149,0.027,0.032,-15.776,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100,6056.0,6047.0,0.149,0.028,0.032,-11.133,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,6047.0,6047.0,0.000,0.055,0.032,72.633,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,6047.0,6047.0,0.000,0.061,0.032,89.332,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,6047.0,6047.0,0.000,0.126,0.032,294.686,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,6047.0,6047.0,0.000,0.131,0.032,309.036,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,6047.0,6047.0,0.000,0.432,0.032,1250.958,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,6047.0,6047.0,0.000,0.433,0.032,1253.870,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,6047.0,6047.0,0.000,3.127,0.032,9671.329,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,6047.0,6047.0,0.000,3.252,0.032,10063.457,SetA_9x4S5-Solution
